"CNPJ ENTIDADE";"NOME ENTIDADE";"NÚMERO CONVÊNIO";"ÓRGÃO CONCEDENTE";"MOTIVO DO IMPEDIMENTO"
"34433797000132";"FUNDACAO MOVIMENTO ONDAZUL";"579064";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"28548725000138";"UNIAO NACIONAL DAS ESCOLAS FAMILIAS AGRICOLA DO BRASIL";"574484";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"64709983000112";"INSTITUTO BRASILEIRO DE FRUTAS-IBRAF";"321499";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"01635580000156";"FEDERACAO DOS TRABALHADORES NO COMERCIO E NO SETOR DE SERVICOS DO DF";"513084";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"03430110000181";"FEDERACAO DAS ASSOCIACOES DE MARICULTORES DO ESTADO DE SANTA CATARINA - FAMASC";"538492";"PRESIDENCIA DA REPUBLICA";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"02007061000106";"COOPERATIVA MISTA DOS AGRICULTORES DE MACHADOS";"430551";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"05239817000130";"GRUPO DE COOPERACAO AGRICOLA VINTE E SETE DE ABRIL - GCAV";"517714";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"06131930000160";"INSTITUTO DE ESTUDOS INTEGRADOS CIDADAO DA AMAZONIA - INEA";"514133";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"01635580000156";"FEDERACAO DOS TRABALHADORES NO COMERCIO E NO SETOR DE SERVICOS DO DF";"542383";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"08100754000125";"ASSOCIACAO COMUNITARIA RURAL DO ALTO NOVO - ACRAN";"620634";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"28548725000138";"UNIAO NACIONAL DAS ESCOLAS FAMILIAS AGRICOLA DO BRASIL";"563267";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03430110000181";"FEDERACAO DAS ASSOCIACOES DE MARICULTORES DO ESTADO DE SANTA CATARINA - FAMASC";"600061";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03430110000181";"FEDERACAO DAS ASSOCIACOES DE MARICULTORES DO ESTADO DE SANTA CATARINA - FAMASC";"577437";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"34433797000132";"FUNDACAO MOVIMENTO ONDAZUL";"467194";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"07162493000105";"ASSOCIACAO DE ESTUDOS COSTEIROS E MARINHOS DOS ABROLHOS - ECOMAR";"598516";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03430110000181";"FEDERACAO DAS ASSOCIACOES DE MARICULTORES DO ESTADO DE SANTA CATARINA - FAMASC";"509733";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03430110000181";"FEDERACAO DAS ASSOCIACOES DE MARICULTORES DO ESTADO DE SANTA CATARINA - FAMASC";"538398";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"42593079000151";"CENTRO DE CIDADANIA CIDADE MARAVILHOSA";"701000";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"42593079000151";"CENTRO DE CIDADANIA CIDADE MARAVILHOSA";"701000";"";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"05888454000164";"FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIRO - FUNDESA";"517408";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"03309269000142";"COOPERATIVA DE TRABALHO, CONSULTORIA,  PROJETOS E SERVICOS EM SUSTENTABILIDADE";"743870";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"05888454000164";"FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIRO - FUNDESA";"605571";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"05888454000164";"FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIRO - FUNDESA";"528221";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"05888454000164";"FUNDACAO PARA O DESENVOLVIMENTO DO SEMI ARIDO BRASILEIRO - FUNDESA";"533922";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"08394975000153";"FUNDACAO APRONIANO SA";"507347";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"DESVIOU A FINALIDADE DO OBJETO"
"05138035000105";"OSCIP TERCON BRASIL";"748065";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05138035000105";"OSCIP TERCON BRASIL";"723876";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"88968896000148";"FEDERACAO GAUCHA DE SURF";"736109";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"08160463000122";"ORGANIZACAO FEMINISTA BANDEIRA LILAS";"743455";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05138035000105";"OSCIP TERCON BRASIL";"724404";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"34024257000103";"FEDERACAO DE JUDO DO ESTADO DO RIO JANEIRO";"755940";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05138035000105";"OSCIP TERCON BRASIL";"744042";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03783012000128";"FUNDACAO ALMIR PINTO";"734522";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03435809000134";"ASSOCIACAO DOS CONSELHEIROS E EX-CONSELHEIROS TUTELARES DO ESTADO DE SAO PAULO";"708974";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"26503045000172";"ASSOCIACAO BENEFICENTE IBEC";"724472";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05138035000105";"OSCIP TERCON BRASIL";"724902";"";"MOTIVO NÃO ESPECIFICADO"
"05138035000105";"OSCIP TERCON BRASIL";"723874";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05138035000105";"OSCIP TERCON BRASIL";"723874";"";"MOTIVO NÃO ESPECIFICADO"
"08160463000122";"ORGANIZACAO FEMINISTA BANDEIRA LILAS";"743455";"";"MOTIVO NÃO ESPECIFICADO"
"03435809000134";"ASSOCIACAO DOS CONSELHEIROS E EX-CONSELHEIROS TUTELARES DO ESTADO DE SAO PAULO";"708974";"";"MOTIVO NÃO ESPECIFICADO"
"26503045000172";"ASSOCIACAO BENEFICENTE IBEC";"724472";"";"MOTIVO NÃO ESPECIFICADO"
"05138035000105";"OSCIP TERCON BRASIL";"716028";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"05138035000105";"OSCIP TERCON BRASIL";"724902";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"43974666000153";"SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO";"758749";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"08394975000153";"FUNDACAO APRONIANO SA";"456862";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSCRICAO POR DECISAO DO T.C.U."
"29867538000180";"REENCONTRO OBRAS SOCIAIS E EDUCACIONAIS";"507332";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSCRICAO POR DECISAO DO T.C.U."
"29867538000180";"REENCONTRO OBRAS SOCIAIS E EDUCACIONAIS";"498175";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSCRICAO POR DECISAO DO T.C.U."
"01720873000131";"INSTITUICAO DE ENSINO AFONSO LINARES PRADO";"753662";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"08394975000153";"FUNDACAO APRONIANO SA";"435007";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"01720873000131";"INSTITUICAO DE ENSINO AFONSO LINARES PRADO";"753662";"";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"29867538000180";"REENCONTRO OBRAS SOCIAIS E EDUCACIONAIS";"456852";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"63598445000135";"UNIAO DAS NACOES INDIGENAS DO ACRE E SUL DO AMAZONAS";"445742";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05549985000122";"SOCIEDADE CENTRAL DE AGRICULTORES DO AMAPA";"394718";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"05549985000122";"SOCIEDADE CENTRAL DE AGRICULTORES DO AMAPA";"405645";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"63598445000135";"UNIAO DAS NACOES INDIGENAS DO ACRE E SUL DO AMAZONAS";"463249";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FINANCEIRA"
"07681760000150";"ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE S MENDES";"540706";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"03840666000146";"ASSOCIACAO BAIANA DE AQUICULTURA E SAUDE - ABAQ";"517868";"PRESIDENCIA DA REPUBLICA";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"07681760000150";"ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE S MENDES";"540697";"MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"32902132000103";"SOCIEDADE DE APOIO AOS DIREITOS HUMANOS";"488210";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"32902132000103";"SOCIEDADE DE APOIO AOS DIREITOS HUMANOS";"488210";"";"IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO"
"16455578000172";"MATERNIDADE SAO VICENTE DE PAULA";"497099";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"08394975000153";"FUNDACAO APRONIANO SA";"507346";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"08394975000153";"FUNDACAO APRONIANO SA";"542097";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"37116910000144";"INSTITUTO VIVA";"";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"16455578000172";"MATERNIDADE SAO VICENTE DE PAULA";"507715";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"02044759000100";"FUNDACAO OCTAVIO NEVES";"368224";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"05470415000142";"PROJETOS AMBIENTAIS SOCIAIS EDUCACIONAIS DOS MULTI PROFISSIONAIS REUNIDOS PRASEMPRE";"609202";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"04393278000127";"ASSOCIACAO DE SERINGUEIROS DE GUAJARA MIRIM RO";"125436";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"01791070000178";"IDEP INSTITUTO DE DESENVOLVIMENTO PROFISSIONAL";"617691";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"63598445000135";"UNIAO DAS NACOES INDIGENAS DO ACRE E SUL DO AMAZONAS";"415097";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"63598445000135";"UNIAO DAS NACOES INDIGENAS DO ACRE E SUL DO AMAZONAS";"377259";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"05549985000122";"SOCIEDADE CENTRAL DE AGRICULTORES DO AMAPA";"394705";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"05936794001519";"DIOCESE DE RORAIMA";"410215";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"05936794001519";"DIOCESE DE RORAIMA";"447136";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"02320170000189";"ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS 17 DE ABRIL";"469521";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR"
"03461148000111";"INSTITUTO NACIONAL DE PESQ. E DESENV.DA PESCA ARTESANAL E AQUICULTURA INDEPA.BR";"424147";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"06320650000109";"CENTRAL DE ASSOCIACAO DE PEQUENOS PRODUTORES RURAIS DO MUNICIPIO DE CAMPO VERDE,MT";"506175";"PRESIDENCIA DA REPUBLICA";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"22229785000101";"ANIMACAO PASTORAL E SOCIAL NO MEIO RURAL";"513470";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"76276617000287";"SOBRACON SOC BRAS DE COMANDO NUMERICO E AUTOMAT INDUSTR";"";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"02009057000187";"ASSOCIACAO VIDA E PAZ";"731335";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05850968000120";"ASSOCIACAO RELIGIOSA E CULTURAL DE CULTO AFRO BRASILEIROS ILE DE KETO AXE ALAFIM ODE";"751000";"";"MOTIVO NÃO ESPECIFICADO"
"03304959000109";"VIA SOCIAL-COOPERATIVA DE TRABALHO";"732155";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"04261782000173";"CENTRO INCUBADOR DE EMPRESAS DO ESTADO DE SERGIPE";"575550";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05006045000197";"ASSOCIACAO DE DEFESA AMBIENTAL DA BACIA HIDROGRAFICA DO RIO SAO MATEUS E SEUS AFLUENTES";"728305";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"07258970000130";"INSTITUTO DE DESENVOLVIMENTO ECONOMICO E SOCIAL - INDES";"734948";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"04340798000171";"INSTITUTO DE DESENVOLVIMENTO DA CRIANCA E DO ADOLECENTE";"726146";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03304959000109";"VIA SOCIAL-COOPERATIVA DE TRABALHO";"734022";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"05850968000120";"ASSOCIACAO RELIGIOSA E CULTURAL DE CULTO AFRO BRASILEIROS ILE DE KETO AXE ALAFIM ODE";"751000";"MINISTERIO DOS DIREITOS HUMANOS - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06196354000130";"BRASIL ACAO SOLIDARIA";"749266";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07258970000130";"INSTITUTO DE DESENVOLVIMENTO ECONOMICO E SOCIAL - INDES";"736106";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"06196354000130";"BRASIL ACAO SOLIDARIA";"749266";"";"MOTIVO NÃO ESPECIFICADO"
"03434947000107";"FUNDACAO DE APOIO AO DESENVOLVIMENTO DA EDUCACAO DO PIAUI-FADEP";"494819";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"07258970000130";"INSTITUTO DE DESENVOLVIMENTO ECONOMICO E SOCIAL - INDES";"737330";"MINISTERIO DO ESPORTE - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"27086461000185";"ASILO PAI ABRAAO - APA";"507125";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSCRICAO POR DECISAO DO T.C.U."
"27086461000185";"ASILO PAI ABRAAO - APA";"507124";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSCRICAO POR DECISAO DO T.C.U."
"74050360000134";"INSTITUTO DE PESQUISAS TECNICAS E CIENTIFICAS";"671648";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"58978735000174";"INST DE ORIENTACAO COMUNIT E ASSISTENCIA RURAL INOCAR";"565540";"PRESIDENCIA DA REPUBLICA";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"69100550000189";"INSTITUICAO FILANTROPICA E EDUC. PARABOLA";"520879";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"69100550000189";"INSTITUICAO FILANTROPICA E EDUC. PARABOLA";"507761";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"TEVE A PRESTACAO DE CONTAS IMPUGNADA"
"26228148000171";"ASSOCIACAO CULTURAL PORTO VELHO";"";"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO - UNIDADES COM VÍNCULO DIRETO";"PENDENTE DE CLASSIFICACAO DE MOTIVO"
"13323159000199";"CENTRO CULTURA EM DESENVOLVIMENTO ESCOLOGIA";"524375";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"22229785000101";"ANIMACAO PASTORAL E SOCIAL NO MEIO RURAL";"562752";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"24858169000145";"FUNDACAO ECOLOGICA DE MINEIROS";"431702";"MINISTERIO DO MEIO AMBIENTE - UNIDADES COM VÍNCULO DIRETO";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"22229785000101";"ANIMACAO PASTORAL E SOCIAL NO MEIO RURAL";"531840";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"06329938000136";"INSTITUTO CAIBREIRA";"527213";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"22229785000101";"ANIMACAO PASTORAL E SOCIAL NO MEIO RURAL";"569075";"PRESIDENCIA DA REPUBLICA";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"06196354000130";"BRASIL ACAO SOLIDARIA";"629877";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"25705708000179";"ASSOCIACAO COMUN DOS MORADORES STO ANTONIO DO LEITE";"566372";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"06196354000130";"BRASIL ACAO SOLIDARIA";"666134";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA"
"01020933000103";"ASSOCIACAO DOS PEQ.PRODUTORES RURAIS DE SAO JOSE";"463385";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"06329938000136";"INSTITUTO CAIBREIRA";"510768";"PRESIDENCIA DA REPUBLICA";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"69100550000189";"INSTITUICAO FILANTROPICA E EDUC. PARABOLA";"507760";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DIRETO";"INSTAURACAO DE TOMADA DE CONTAS ESPECIAL"
"59388447000122";"FUNDACAO JOSE E PAULINA NEMIROVSKY";"746675";"MINISTERIO DA CULTURA - UNIDADES COM VÍNCULO DIRETO";"ATRASO NA ENTREGA DA PRESTACAO DE CONTAS"
"05807279000133";"CENTRO DE DESENVOLVIMENTO E APOIO AOS MUNICIPIOS E COMUNIDADES - CENDAP";"490757";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"05807279000133";"CENTRO DE DESENVOLVIMENTO E APOIO AOS MUNICIPIOS E COMUNIDADES - CENDAP";"491488";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"26124982000117";"FUNDACAO DE DESENVOLVIMENTO REGIONAL FUNDER";"552819";"PRESIDENCIA DA REPUBLICA";"NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO"
"04922777000164";"INSTITUTO DE COOPERACAO PARA O DESENVOLVIMENTO RURAL SUSTENTAVEL";"782747";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"04922777000164";"INSTITUTO DE COOPERACAO PARA O DESENVOLVIMENTO RURAL SUSTENTAVEL";"782747";"";"MOTIVO NÃO ESPECIFICADO"
"01066691000199";"SIND TRAB COND DE VEIC DE DUAS RODAS DO EST DE GOIAS";"702112";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"01066691000199";"SIND TRAB COND DE VEIC DE DUAS RODAS DO EST DE GOIAS";"728505";"MINISTERIO DO TRABALHO - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"01066691000199";"SIND TRAB COND DE VEIC DE DUAS RODAS DO EST DE GOIAS";"702112";"";"MOTIVO NÃO ESPECIFICADO"
"02257655000175";"FUNDACAO DE ADMINISTRACAO E PESQUISA ECONOMICO - SOCIAL -FAPES";"423700";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"26124982000117";"FUNDACAO DE DESENVOLVIMENTO REGIONAL FUNDER";"562425";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"03632385000106";"ASSOCIACAO DE PRODUTORES ORGANICOS DO VALE DO RIO PRETO";"717449";"PRESIDENCIA DA REPUBLICA";"MOTIVO NÃO ESPECIFICADO"
"01066691000199";"SIND TRAB COND DE VEIC DE DUAS RODAS DO EST DE GOIAS";"728505";"";"MOTIVO NÃO ESPECIFICADO"
"26124982000117";"FUNDACAO DE DESENVOLVIMENTO REGIONAL FUNDER";"534372";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"MOTIVO NÃO ESPECIFICADO"
"26124982000117";"FUNDACAO DE DESENVOLVIMENTO REGIONAL FUNDER";"522480";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"04532380000166";"INSTITUTO CAJURU DE TECNOLOGIA";"465981";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES - UNIDADES COM VÍNCULO DIRETO";"DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR."
"01847932000137";"NUCLEO DE INCENTIVO SOCIAL CIDADANIA EDUCACAO E INCLUSAO";"590444";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
"04351940000186";"CENTRO INTEGRADO DE APOIO PROFISSIONAL";"601067";"";"NAO APRESENTACAO DA PRESTACAO DE CONTAS"
