Data da Publicação;Id do Relatório;Nº da OS;DescUnidadeExaminada;codOrgaoSiafi;Órgão;TituloResumido;Estado;Município;Ciclo Programa FEF;Título do Relatório;Situação do Relatório;Linha de Atuação
2016/09/16 15:09:50.000000000;6375;209241;SECRETARIA EXECUTIVA;41000;MINISTERIO DAS COMUNICACOES;M.C.;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2007 - SECRETARIA EXECUTIVA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;26;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Amajari/RR;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;2468;174798;SECRETARIA DE DIREITO ECONÔMICO - SDE;30000;MINISTERIO DA JUSTICA;MIN.DA JUSTICA;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2005 - SECRETARIA DE DIREITO ECONÔMICO - SDE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;5946;201204075;DEP.NAC. DO SERVICO NAC.APRENDIZ.INDUSTRIAL;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2011 - SENAI-DF;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4060;190008;TERCEIRO CONSELHO DE CONTRIBUINTES/MF;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2006 - TERCEIRO CONSELHO DE CONTRIBUINTES/MF;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4706;208612;SUPERINTENDENCIA DO PATRIMONIO DA UNIAO/AP;20113;MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO;MIN.PLAN.ORC.GESTAO;AP;Macapá;;Relatório de Auditoria Anual de Contas - Exercício 2007 - SUPERINTENDENCIA DO PATRIMONIO DA UNIAO/AP;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;1652;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - São Gabriel/BA;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;4302;190720;BESC-DISTR.DE TITULOS E VAL,MOBIL.-BESCEVAL;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;SC;Florianópolis;;Relatório de Auditoria Anual de Contas - Exercício 2006 - BESC-DISTR.DE TITULOS E VAL,MOBIL.-BESCEVA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4849;208873;SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/PR;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;PR;Curitiba;;Relatório de Auditoria Anual de Contas - Exercício 2007 - SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/PR;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3035;175479;SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/MG;22000;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;MIN.AGRICULTURA;MG;Belo Horizonte;;Relatório de Auditoria Anual de Contas - Exercício 2005 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;916;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Gália/SP;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;5117;224856;CONAB SEDE SUREG GOIAS;22000;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;MIN.AGRICULTURA;GO;Goiânia;000;Relatório de Auditoria Anual de Contas - Exercício 2008 - CONAB SEDE SUREG GOIAS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4731;208639;SUPERINTENCIA DO PATRIMONIO DA UNIAO/SE;20113;MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO;MIN.PLAN.ORC.GESTAO;SE;Aracaju;;Relatório de Auditoria Anual de Contas - Exercício 2007 - SUPERINTENCIA DO PATRIMONIO DA UNIAO/SE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;2090;201203384;SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/CE;22000;MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;MIN.AGRICULTURA;CE;Fortaleza;;Relatório de Auditoria Anual de Contas - Exercício 2011 - SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;1908;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Antônio João/MS;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;5258;244001;INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;SP;São Paulo;;Relatório de Auditoria Anual de Contas - Exercício 2009 - INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3056;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Capela/SE;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;4602;208483;UNIVERSIDADE FEDERAL DO CEARA;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;CE;Fortaleza;;Relatório de Auditoria Anual de Contas - Exercício 2007 - UNIVERSIDADE FEDERAL DO CEARA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;7384;201408005;SESCOOP-AP;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;AP;Macapá;;Relatório de Auditoria Anual de Contas - Exercício 2013   SESCOOP-AP;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;800;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - São José do Rio Preto/SP;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;7392;201408015;SESCOOP-SE;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;SE;Aracaju;;Relatório de Auditoria Anual de Contas - Exercício 2013   SESCOOP-SE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3273;175801;PETROBRAS GAZ S/A - GASPETRO;32000;MINISTERIO DE MINAS E ENERGIA;MME;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - Exercício 2005 - PETROBRAS GAZ S/A - GASPETRO;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;463;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Recreio/MG;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;1399;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Martinópolis/SP;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;7360;201407551;FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORTE;74000;Operações Oficiais de Crédito;;PA;Belém;;Relatório de Auditoria Anual de Contas - Exercício 2013   FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORTE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;1187;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Teófilo Otoni/MG;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;5273;244016;FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2009 - FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPER;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4227;190347;SECRETARIA DE ACOMPANHAMENTO ECONOMICO/MF;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2006 - SECRETARIA DE ACOMPANHAMENTO ECONOMICO/MF;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;2495;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Ibirapitanga/BA;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;1776;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Pacujá/CE;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;2755;;;;;;;;;Relatório de Fiscalização Sorteio de Estados - Roraima;Publicado;Fiscalização em Entes Federativos - Estados
2016/09/16 15:09:50.000000000;7122;255424;SECRET. DE FOMENTO E INCENTIVO A CULTURA/MINC;42000;MINISTERIO DA CULTURA;MINC;DF;Brasília;;Relatório 255424 - Secretaria de Fomento e Incentivo a Cultura/MinC;Publicado;Avaliação dos Resultados da Gestão
2016/09/16 15:09:50.000000000;7048;201407121;Secretaria de Economia Criativa;42000;MINISTERIO DA CULTURA;MINC;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2013 - SECRETARIA DE ECONOMIA CRIATIVA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;128;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Pirambu/SE;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;3591;189573;GABINETE DO MINISTRO - MJ;30000;MINISTERIO DA JUSTICA;MIN.DA JUSTICA;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2006 - GABINETE DO MINISTRO - MJ;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;6506;201217081;FUNDACAO NACIONAL DE SAUDE - SE;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;SE;Aracaju;;RDE 00224.000922/2012-34 - Saúde - SUEST/SE;Publicado;Apuração de Representações e Demandas Sociais
2016/09/16 15:09:50.000000000;2740;175169;ESCOLA AGROTECNICA FEDERAL DE BELO JARDIM;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;PE;Belo Jardim;;Relatório de Auditoria Anual de Contas - Exercício 2005 - ESCOLA AGROTECNICA FEDERAL DE BELO JARDIM;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;1254;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Pirpirituba/PB;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;4883;208939;CENTRO REGIONAL DE TREINAMENTO DA ESAF/PE;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;PE;Recife;;Relatório de Auditoria Anual de Contas - Exercício 2007 - CENTRO REGIONAL DE TREINAMENTO DA ESAF/PE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4465;208236;SUPERINTENDENCIA REGIONAL NO ESTADO DA BA;30000;MINISTERIO DA JUSTICA;MIN.DA JUSTICA;BA;Salvador;000;Relatório de Auditoria Anual de Contas - Exercício 2007 - SUPERINTENDENCIA REGIONAL NO ESTADO DA BA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;6959;201407069;FUNDACAO NACIONAL DE SAUDE - RO;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RO;Porto Velho;;Relatório de Auditoria Anual de Contas - Exercício 2013 - FUNDACAO NACIONAL DE SAUDE - RO;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;2002;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Nilo Peçanha/BA;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;4288;190699;BB.LEASING S/A-ARRENDAMENTO MERCANTIL;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2006 - BB.LEASING S/A-ARRENDAMENTO MERCANTIL;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4506;208283;9A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL;30000;MINISTERIO DA JUSTICA;MIN.DA JUSTICA;RS;Porto Alegre;;Relatório de Auditoria Anual de Contas - Exercício 2007 -  9A.SUPERINTEND.DE POLICIA RODOVIARIA FEDE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;1640;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Cerqueira César/SP;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;5599;201108803;COORDENACAO-GERAL DE CONVENIOS - CGCV;54000;MINISTERIO DO TURISMO;MINIST. DO TURISMO;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2010 - COORDENACAO-GERAL DE CONVENIOS - CGCV;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;5337;244106;NUCLEO ESTADUAL DO MS/TO;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;TO;Palmas;;Relatório de Auditoria Anual de Contas - Exercício 2009 - NUCLEO ESTADUAL DO MS/TO;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;6970;201406969;19A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL;30000;MINISTERIO DA JUSTICA;MIN.DA JUSTICA;PA;Belém;;Relatório de Auditoria Anual de Contas - Exercício 2013 - 19A.SUPERINTEND.DE POLICIA RODOVIARIA FEDE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;6405;201204043;SEBRAE/AL;28000;MINISTERIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVICOS;MDIC;AL;Maceió;;Relatório de Auditoria Anual de Contas - Exercício 2011 - SEBRAE/AL;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3902;189749;CENTRO FEDERAL DE EDUCACAO TECNOL.DE RIO VERD;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;GO;Rio Verde;;Relatório de Auditoria Anual de Contas - Exercício 2006 - CENTRO FEDERAL DE EDUCACAO TECNOL.DE RIO V;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;2320;174461;SECRETARIA DE GESTAO;20113;MINISTERIO DO PLANEJAMENTO,ORCAMENTO E GESTAO;MIN.PLAN.ORC.GESTAO;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2005 - SECRETARIA DE GESTAO;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;848;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Santo Augusto/RS;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;1335;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Piratuba/SC;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;6394;201203532;FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORTE;53000;MINISTERIO DA INTEGRACAO NACIONAL;MIN.INTEGR.NACIONAL;PA;Belém;;Relatório de Auditoria Anual de Contas - Exercício 2011 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORTE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;6942;201407179;SECRETARIA DE AGRICULTURA FAMILIAR;49000;MINISTERIO DO DESENVOLVIMENTO AGRARIO;MDA;DF;Brasília;;Rel 2013 PNUD BRA11009 - AGRICULTURA FAMILIAR;Publicado;Auditorias nos Contratos e Financiamentos Externos e nos Projetos de Cooperação Técnica Internacional
2016/09/16 15:09:50.000000000;2281;201203822;Companhia Energética de Alagoas;32000;MINISTERIO DE MINAS E ENERGIA;MME;AL;Maceió;;Relatório de Auditoria Anual de Contas - Exercício 2011 - COMPANHIA ENERGETICA DE ALAGOAS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3930;189777;FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RS;Pelotas;;Relatório de Auditoria Anual de Contas - Exercício 2006 - FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;5809;201109318;FUNDAÇÃO BIBLIOTECA NACIONAL;42000;MINISTERIO DA CULTURA;MINC;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - Exercício 2010 - FUNDAÇÃO BIBLIOTECA NACIONAL;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3323;175860;BB.ADMINISTRADORA CARTOES DE CREDITOS S/A;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2005 - BB.ADMINISTRADORA CARTOES DE CREDITOS S/A;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3082;;;;;;;;;Relatório de Gestão Fiscal - Exercício 2013 - 2º Quadrimestre;Publicado;Relatório de Gestão Fiscal
2016/09/16 15:09:50.000000000;2889;;;;;;;;;Terceirização de Serviços Continuados - Anexo IV - Hospital Federal Cardoso Fontes;Publicado;Auditoria Especial
2016/09/16 15:09:50.000000000;5379;244758;SECRETARIA NAC.DE POLITICAS DE TURISMO-SNPTUR;54000;MINISTERIO DO TURISMO;MINIST. DO TURISMO;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2009 - SECRETARIA NAC.DE POLITICAS DE TURISMO-SNP;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;5863;236949;SAO BENTO DO UNA;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;PE;São Bento do Una;;RDE 00215.000542/2008-22  Saúde, Desenvolvimento e Combate à Fome- São Bento do Una /PE;Publicado;Apuração de Representações e Demandas Sociais
2016/09/16 15:09:50.000000000;4364;208102;FUNDACAO NACIONAL DE SAUDE - RJ;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - Exercício 2007 - FUNDACAO NACIONAL DE SAUDE - RJ;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;313;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Cristino Castro/PI;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;1411;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Ituaçu/BA;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;7149;201411456;FINANCIADORA DE ESTUDOS E PROJETOS;24000;MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO;MCT;RJ;Rio de Janeiro;;Relatório 201411456 - Financiadora de Estudos e Projetos;Publicado;Avaliação dos Resultados da Gestão
2016/09/16 15:09:50.000000000;2438;174646;Companhia Energética de Alagoas;32000;MINISTERIO DE MINAS E ENERGIA;MME;AL;Maceió;;Relatório de Auditoria Anual de Contas - Exercício 2005 - COMPANHIA ENERGETICA DE ALAGOAS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3922;189769;FUNDACAO UNIVERSIDADE DO AMAZONAS;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;AM;Manaus;;Relatório de Auditoria Anual de Contas - Exercício 2006 - FUNDACAO UNIVERSIDADE DO AMAZONAS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3028;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Ariranha do Ivaí/PR;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;2955;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Ferreira Gomes/AP;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;6312;201203112;FREI INOCENCIO PREF GABINETE DO PREFEITO;54000;MINISTERIO DO TURISMO;MINIST. DO TURISMO;MG;Frei Inocêncio;;RDE 00210.000167-2012-47 - Turismo - Itabirinha/MG;Publicado;Apuração de Representações e Demandas Sociais
2016/09/16 15:09:50.000000000;6849;201314591;SOROCABA GABINETE DO PREFEITO;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;SP;Sorocaba;;RDE 00190.019837/2013-65 - Sorocaba/SP;Publicado;Apuração de Representações e Demandas Sociais
2016/09/16 15:09:50.000000000;6421;201307762;CIA. HIDROELETRICA DO SAO FRANCISCO S/A;32000;MINISTERIO DE MINAS E ENERGIA;MME;PE;Recife;;Relatório de Auditoria Anual de Contas - Exercício 2012 - CIA. HIDROELETRICA DO SAO FRANCISCO S/A;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;7362;201407812;CNPEM;24000;MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO;MCT;SP;Campinas;;Relatório de Auditoria Anual de Contas - Exercício 2013   CNPEM;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4627;208518;ESCOLA AGROTECNICA FEDERAL DE ALEGRETE;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;RS;Alegrete;;Relatório de Auditoria Anual de Contas - Exercício 2007 - ESCOLA AGROTECNICA FEDERAL DE ALEGRETE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;5986;201305800;NUCLEO ESTADUAL DO MS/RS;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RS;Porto Alegre;;Relatório de Auditoria Anual de Contas - Exercício 2012 - NUCLEO ESTADUAL DO MS/RS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;5717;201108961;UNIVERSIDADE FEDERAL DE LAVRAS;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;MG;Lavras;;Relatório de Auditoria Anual de Contas - Exercício 2010 - UNIVERSIDADE FEDERAL DE LAVRAS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;2350;174602;DEPARTAMENTO DE INFORMATICA DO SUS;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - Exercício 2005 - DEPARTAMENTO DE INFORMATICA DO SUS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;7191;201306498;DIVINO DAS LARANJEIRAS PREF GABINETE DO PREFEITO;56000;MINISTERIO DAS CIDADES;MINIST. DAS CIDADES;MG;Divino das Laranjeiras;;RDE 00210.000194-2013-09 - Turismo e Cidades - Divino das Laranjeiras-MG;Publicado;Apuração de Representações e Demandas Sociais
2016/09/16 15:09:50.000000000;275;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Barão do Triunfo/RS;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;4756;208684;SECRETARIA NACIONAL DE SEG. PÚBLICA - SENASP;30000;MINISTERIO DA JUSTICA;MIN.DA JUSTICA;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2007 - SECRETARIA NACIONAL DE SEG. PÚBLICA - SENA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;7154;201306167;CASA CURTA-SE;54000;MINISTERIO DO TURISMO;MINIST. DO TURISMO;SE;Aracaju;;Relatório 201306167 - Casa Curta-SE;Publicado;Avaliação dos Resultados da Gestão
2016/09/16 15:09:50.000000000;2214;201203626;SUPERINT REG DO TRAB E EMPREGO/PR;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;PR;Curitiba;;Relatório de Auditoria Anual de Contas - Exercício 2011 - SUPERINT REG DO TRAB E EMPREGO/PR;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4540;208410;SUPERINT REG DO TRAB E EMPREGO/DF;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2007 - SUPERINT REG DO TRAB E EMPREGO/DF;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;5619;201108830;FUNDACAO NACIONAL DE SAUDE - PR;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;PR;Curitiba;;Relatório de Auditoria Anual de Contas - Exercício 2010 - FUNDACAO NACIONAL DE SAUDE - PR;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;5277;244024;SECR. DE CIENCIA, TECNO. E INSUMOS ESTRATEGIC;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2009 - SECR. DE CIENCIA, TECNO. E INSUMOS ESTRATE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3373;176173;DOWNSTREAM PARTICIPACOES S/A;32000;MINISTERIO DE MINAS E ENERGIA;MME;RJ;Rio de Janeiro;;Relatório de Auditoria Anual de Contas - Exercício 2005 - DOWNSTREAM PARTICIPACOES S/A;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;4102;190136;SECRETARIA EXECUTIVA DO M.DA FAZENDA;25000;MINISTERIO DA FAZENDA;MIN. DA FAZENDA;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2006 - SECRETARIA EXECUTIVA DO M.DA FAZENDA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;104;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Confresa/MT;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;4647;208539;CENTRO FEDERAL DE EDUCACAO TEC.DE SERGIPE;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;SE;Aracaju;;Relatório de Auditoria Anual de Contas - Exercício 2007 - CENTRO FEDERAL DE EDUCACAO TEC.DE SERGIPE;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;1487;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Itaipé/MG;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;1257;;;;;;;;;Relatório de Fiscalização Sorteio de Municípios - Sirinhaém/PE;Publicado;Fiscalização em Entes Federativos - Municípios
2016/09/16 15:09:50.000000000;6607;201308560;DEPARTAMENTO REGIONAL DO SENAI NO CEARA;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;CE;Fortaleza;;Relatório de Auditoria Anual de Contas - Exercício 2012 - DEPARTAMENTO REGIONAL DO SENAI NO CEARA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;2112;201203417;AGENCIA NACIONAL DE VIGILANCIA SANITARIA;36000;MINISTERIO DA SAUDE;MINISTERIO DA SAUDE;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2011 - AGENCIA NACIONAL DE VIGILANCIA SANITARIA;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;6609;201308562;DEPARTAMENTO REGIONAL DO SENAI EM M.GERAIS;38000;MINISTERIO DO TRABALHO E EMPREGO;MIN. DO TRABALHO;MG;Belo Horizonte;;Relatório de Auditoria Anual de Contas - Exercício 2012 - DEPARTAMENTO REGIONAL DO SENAI EM M.GERAIS;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;2135;201203452;INSTITUTO BRASILEIRO DE TURISMO;54000;MINISTERIO DO TURISMO;MINIST. DO TURISMO;DF;Brasília;;Relatório de Auditoria Anual de Contas - Exercício 2011 - INSTITUTO BRASILEIRO DE TURISMO;Publicado;Auditoria Anual de Contas
2016/09/16 15:09:50.000000000;3851;189698;UNIVERSIDADE FEDERAL DA BAHIA;26000;MINISTERIO DA EDUCACAO;MIN.EDUCACAO;BA;Salvador;;Relatório de Auditoria Anual de Contas - Exercício 2006 - UNIVERSIDADE FEDERAL DA BAHIA;Publicado;Auditoria Anual de Contas
